TIME,ANGLE,ANGULAR_VELOCITY
0.00,6.021386,3.000000
0.01,6.051386,3.025390
0.02,6.081640,3.047927
0.03,6.112119,3.067565
0.04,6.142795,3.084264
0.05,6.173637,3.097992
0.06,6.204617,3.108717
0.07,6.235704,3.116416
0.08,6.266869,3.121072
0.09,6.298079,3.122673
0.10,-6.266853,3.124134
0.11,-6.235611,3.122532
0.12,-6.204386,3.117867
0.13,-6.173207,3.110144
0.14,-6.142106,3.099377
0.15,-6.111112,3.085583
0.16,-6.080256,3.068786
0.17,-6.049568,3.049015
0.18,-6.019078,3.026305
0.19,-5.988815,3.000696
0.20,-5.958808,2.972234
0.21,-5.929086,2.940968
0.22,-5.899676,2.906952
0.23,-5.870607,2.870245
0.24,-5.841904,2.830910
0.25,-5.813595,2.789011
0.26,-5.785705,2.744619
0.27,-5.758259,2.697805
0.28,-5.731281,2.648642
0.29,-5.704794,2.597207
0.30,-5.678822,2.543578
0.31,-5.653387,2.487834
0.32,-5.628508,2.430055
0.33,-5.604208,2.370321
0.34,-5.580504,2.308715
0.35,-5.557417,2.245316
0.36,-5.534964,2.180206
0.37,-5.513162,2.113465
0.38,-5.492027,2.045173
0.39,-5.471576,1.975407
0.40,-5.451822,1.904246
0.41,-5.432779,1.831764
0.42,-5.414461,1.758037
0.43,-5.396881,1.683138
0.44,-5.380050,1.607136
0.45,-5.363978,1.530100
0.46,-5.348677,1.452099
0.47,-5.334156,1.373197
0.48,-5.320424,1.293456
0.49,-5.307490,1.212938
0.50,-5.295360,1.131702
0.51,-5.284043,1.049805
0.52,-5.273545,0.967303
0.53,-5.263872,0.884247
0.54,-5.255030,0.800691
0.55,-5.247023,0.716683
0.56,-5.239856,0.632272
0.57,-5.233533,0.547506
0.58,-5.228058,0.462428
0.59,-5.223434,0.377085
0.60,-5.219663,0.291519
0.61,-5.216748,0.205773
0.62,-5.214690,0.119888
0.63,-5.213491,0.033905
0.64,-5.213152,-0.052134
0.65,-5.213674,-0.138189
0.66,-5.215056,-0.224219
0.67,-5.217298,-0.310184
0.68,-5.220400,-0.396043
0.69,-5.224360,-0.481754
0.70,-5.229178,-0.567276
0.71,-5.234850,-0.652565
0.72,-5.241376,-0.737578
0.73,-5.248752,-0.822270
0.74,-5.256975,-0.906594
