TIME,ANGLE,ANGULAR_VELOCITY
0.00,0.523599,3.000000
0.01,0.553599,2.950950
0.02,0.583108,2.899374
0.03,0.612102,2.845358
0.04,0.640556,2.788991
0.05,0.668445,2.730362
0.06,0.695749,2.669563
0.07,0.722445,2.606685
0.08,0.748512,2.541819
0.09,0.773930,2.475057
0.10,0.798680,2.406490
0.11,0.822745,2.336208
0.12,0.846107,2.264299
0.13,0.868750,2.190851
0.14,0.890659,2.115949
0.15,0.911818,2.039678
0.16,0.932215,1.962118
0.17,0.951836,1.883349
0.18,0.970670,1.803449
0.19,0.988704,1.722490
0.20,1.005929,1.640546
0.21,1.022335,1.557685
0.22,1.037911,1.473973
0.23,1.052651,1.389475
0.24,1.066546,1.304252
0.25,1.079588,1.218362
0.26,1.091772,1.131861
0.27,1.103091,1.044803
0.28,1.113539,0.957238
0.29,1.123111,0.869216
0.30,1.131803,0.780784
0.31,1.139611,0.691986
0.32,1.146531,0.602865
0.33,1.152560,0.513462
0.34,1.157694,0.423818
0.35,1.161932,0.333970
0.36,1.165272,0.243956
0.37,1.167712,0.153812
0.38,1.169250,0.063574
0.39,1.169886,-0.026723
0.40,1.169618,-0.117044
0.41,1.168448,-0.207355
0.42,1.166374,-0.297621
0.43,1.163398,-0.387807
0.44,1.159520,-0.477878
0.45,1.154741,-0.567798
0.46,1.149063,-0.657529
0.47,1.142488,-0.747033
0.48,1.135018,-0.836272
0.49,1.126655,-0.925204
0.50,1.117403,-1.013786
0.51,1.107265,-1.101975
0.52,1.096245,-1.189723
0.53,1.084348,-1.276983
0.54,1.071578,-1.363703
0.55,1.057941,-1.449831
0.56,1.043443,-1.535310
0.57,1.028090,-1.620082
0.58,1.011889,-1.704087
0.59,0.994848,-1.787259
0.60,0.976976,-1.869533
0.61,0.958280,-1.950839
0.62,0.938772,-2.031105
0.63,0.918461,-2.110256
0.64,0.897358,-2.188213
0.65,0.875476,-2.264896
0.66,0.852827,-2.340222
0.67,0.829425,-2.414105
0.68,0.805284,-2.486458
0.69,0.780419,-2.557191
0.70,0.754847,-2.626212
0.71,0.728585,-2.693427
0.72,0.701651,-2.758744
0.73,0.674064,-2.822065
0.74,0.645843,-2.883296
0.75,0.617010,-2.942340
0.76,0.587587,-2.999100
0.77,0.557596,-3.053482
0.78,0.527061,-3.105392
0.79,0.496007,-3.154736
0.80,0.464459,-3.201423
0.81,0.432445,-3.245366
0.82,0.399992,-3.286479
0.83,0.367127,-3.324680
0.84,0.333880,-3.359892
0.85,0.300281,-3.392040
0.86,0.266361,-3.421057
0.87,0.232150,-3.446879
0.88,0.197681,-3.469449
0.89,0.162987,-3.488715
0.90,0.128100,-3.504634
0.91,0.093053,-3.517166
0.92,0.057882,-3.526281
0.93,0.022619,-3.531956
0.94,-0.012701,-3.534175
0.95,-0.048043,-3.532929
0.96,-0.083372,-3.528218
0.97,-0.118654,-3.520049
0.98,-0.153854,-3.508436
0.99,-0.188939,-3.493402
1.00,-0.223873,-3.474978
1.01,-0.258623,-3.453199
1.02,-0.293155,-3.428110
1.03,-0.327436,-3.399761
1.04,-0.361433,-3.368211
1.05,-0.395115,-3.333521
1.06,-0.428451,-3.295761
1.07,-0.461408,-3.255004
1.08,-0.493958,-3.211329
1.09,-0.526072,-3.164818
1.10,-0.557720,-3.115558
1.11,-0.588875,-3.063639
1.12,-0.619512,-3.009151
1.13,-0.649603,-2.952191
1.14,-0.679125,-2.892853
1.15,-0.708054,-2.831235
1.16,-0.736366,-2.767435
1.17,-0.764040,-2.701551
1.18,-0.791056,-2.633681
1.19,-0.817393,-2.563923
1.20,-0.843032,-2.492372
1.21,-0.867956,-2.419125
1.22,-0.892147,-2.344273
1.23,-0.915590,-2.267910
1.24,-0.938269,-2.190125
1.25,-0.960170,-2.111003
1.26,-0.981280,-2.030631
1.27,-1.001586,-1.949089
1.28,-1.021077,-1.866457
1.29,-1.039742,-1.782810
1.30,-1.057570,-1.698221
1.31,-1.074552,-1.612760
1.32,-1.090680,-1.526493
1.33,-1.105945,-1.439484
1.34,-1.120340,-1.351794
1.35,-1.133857,-1.263479
1.36,-1.146492,-1.174596
1.37,-1.158238,-1.085195
1.38,-1.169090,-0.995325
1.39,-1.179043,-0.905035
1.40,-1.188094,-0.814367
