TIME,ANGLE,ANGULAR_VELOCITY
0.00,3.665191,3.000000
0.01,3.695191,3.049050
0.02,3.725682,3.100626
0.03,3.756688,3.154723
0.04,3.788235,3.211330
0.05,3.820349,3.270436
0.06,3.853053,3.332026
0.07,3.886373,3.396079
0.08,3.920334,3.462572
0.09,3.954960,3.531476
0.10,3.990275,3.602756
0.11,4.026302,3.676371
0.12,4.063066,3.752274
0.13,4.100589,3.830410
0.14,4.138893,3.910717
0.15,4.178000,3.993121
0.16,4.217931,4.077544
0.17,4.258707,4.163895
0.18,4.300346,4.252071
0.19,4.342866,4.341960
0.20,4.386286,4.433438
0.21,4.430620,4.526368
0.22,4.475884,4.620600
0.23,4.522090,4.715969
0.24,4.569250,4.812298
0.25,4.617373,4.909395
0.26,4.666466,5.007052
0.27,4.716537,5.105049
0.28,4.767588,5.203148
0.29,4.819619,5.301099
0.30,4.872630,5.398635
0.31,4.926616,5.495478
0.32,4.981571,5.591336
0.33,5.037484,5.685903
0.34,5.094343,5.778865
0.35,5.152132,5.869895
0.36,5.210831,5.958662
0.37,5.270418,6.044826
0.38,5.330866,6.128045
0.39,5.392146,6.207973
0.40,5.454226,6.284268
0.41,5.517069,6.356590
0.42,5.580635,6.424607
0.43,5.644881,6.487995
0.44,5.709761,6.546447
0.45,5.775225,6.599667
0.46,5.841222,6.647383
0.47,5.907696,6.689342
0.48,5.974589,6.725318
0.49,6.041842,6.755113
0.50,6.109393,6.778559
0.51,6.177179,6.795523
0.52,6.245134,6.805902
0.53,6.313193,6.809634
0.54,-6.245097,6.812578
0.55,-6.176971,6.808842
0.56,-6.108883,6.798442
0.57,-6.040898,6.781429
0.58,-5.973084,6.757893
0.59,-5.905505,6.727957
0.60,-5.838226,6.691781
0.61,-5.771308,6.649557
0.62,-5.704812,6.601506
0.63,-5.638797,6.547878
0.64,-5.573318,6.488949
0.65,-5.508429,6.425014
0.66,-5.444179,6.356389
0.67,-5.380615,6.283404
0.68,-5.317781,6.206404
0.69,-5.255717,6.125738
0.70,-5.194459,6.041765
0.71,-5.134042,5.954845
0.72,-5.074493,5.865337
0.73,-5.015840,5.773598
0.74,-4.958104,5.679981
0.75,-4.901304,5.584827
0.76,-4.845456,5.488472
0.77,-4.790571,5.391240
0.78,-4.736659,5.293439
0.79,-4.683724,5.195368
0.80,-4.631771,5.097309
0.81,-4.580798,4.999527
0.82,-4.530802,4.902275
0.83,-4.481779,4.805788
0.84,-4.433722,4.710285
0.85,-4.386619,4.615970
0.86,-4.340459,4.523029
0.87,-4.295229,4.431637
0.88,-4.250912,4.341949
0.89,-4.207493,4.254111
0.90,-4.164952,4.168251
0.91,-4.123269,4.084488
0.92,-4.082424,4.002924
0.93,-4.042395,3.923655
0.94,-4.003159,3.846761
0.95,-3.964691,3.772317
0.96,-3.926968,3.700385
0.97,-3.889964,3.631019
0.98,-3.853654,3.564267
0.99,-3.818011,3.500169
1.00,-3.783009,3.438758
1.01,-3.748622,3.380062
1.02,-3.714821,3.324103
1.03,-3.681580,3.270898
1.04,-3.648871,3.220463
1.05,-3.616667,3.172806
1.06,-3.584939,3.127934
1.07,-3.553659,3.085853
1.08,-3.522801,3.046563
1.09,-3.492335,3.010066
1.10,-3.462234,2.976359
1.11,-3.432471,2.945441
1.12,-3.403016,2.917306
1.13,-3.373843,2.891952
1.14,-3.344924,2.869372
1.15,-3.316230,2.849563
1.16,-3.287734,2.832518
1.17,-3.259409,2.818232
1.18,-3.231227,2.806701
1.19,-3.203160,2.797920
1.20,-3.175181,2.791884
1.21,-3.147262,2.788589
1.22,-3.119376,2.788033
1.23,-3.091496,2.790212
1.24,-3.063594,2.795125
1.25,-3.035642,2.802769
1.26,-3.007615,2.813143
1.27,-2.979483,2.826247
1.28,-2.951221,2.842080
1.29,-2.922800,2.860643
1.30,-2.894193,2.881936
1.31,-2.865374,2.905959
1.32,-2.836315,2.932713
1.33,-2.806987,2.962198
1.34,-2.777365,2.994413
1.35,-2.747421,3.029359
1.36,-2.717128,3.067034
1.37,-2.686457,3.107435
1.38,-2.655383,3.150558
1.39,-2.623877,3.196398
1.40,-2.591913,3.244947
1.41,-2.559464,3.296196
1.42,-2.526502,3.350132
1.43,-2.493001,3.406739
1.44,-2.458933,3.465997
1.45,-2.424273,3.527885
1.46,-2.388995,3.592372
1.47,-2.353071,3.659427
1.48,-2.316477,3.729011
1.49,-2.279186,3.801078
1.50,-2.241176,3.875576
1.51,-2.202420,3.952446
1.52,-2.162895,4.031619
1.53,-2.122579,4.113020
1.54,-2.081449,4.196561
1.55,-2.039483,4.282146
1.56,-1.996662,4.369667
1.57,-1.952965,4.459005
