TIME,ANGLE,ANGULAR_VELOCITY
0.00,5.235988,-2.000000
0.00,5.235788,-1.999150
0.00,5.235588,-1.998301
0.00,5.235388,-1.997451
0.00,5.235188,-1.996601
0.00,5.234989,-1.995751
0.00,5.234789,-1.994901
0.00,5.234590,-1.994051
0.00,5.234390,-1.993201
0.00,5.234191,-1.992350
0.00,5.233992,-1.991500
0.00,5.233792,-1.990649
0.00,5.233593,-1.989799
0.00,5.233394,-1.988948
0.00,5.233195,-1.988097
0.00,5.232997,-1.987246
0.00,5.232798,-1.986395
0.00,5.232599,-1.985544
0.00,5.232401,-1.984693
0.00,5.232202,-1.983841
0.00,5.232004,-1.982990
0.00,5.231806,-1.982139
0.00,5.231607,-1.981287
0.00,5.231409,-1.980435
0.00,5.231211,-1.979583
0.00,5.231013,-1.978731
0.00,5.230815,-1.977879
0.00,5.230618,-1.977027
0.00,5.230420,-1.976175
0.00,5.230222,-1.975323
0.00,5.230025,-1.974471
0.00,5.229827,-1.973618
0.00,5.229630,-1.972765
0.00,5.229433,-1.971913
0.00,5.229235,-1.971060
0.00,5.229038,-1.970207
0.00,5.228841,-1.969354
0.00,5.228644,-1.968501
0.00,5.228448,-1.967648
0.00,5.228251,-1.966795
0.00,5.228054,-1.965941
0.00,5.227858,-1.965088
0.00,5.227661,-1.964234
0.00,5.227465,-1.963381
0.00,5.227268,-1.962527
0.00,5.227072,-1.961673
0.00,5.226876,-1.960819
0.00,5.226680,-1.959965
0.00,5.226484,-1.959111
0.00,5.226288,-1.958257
0.01,5.226092,-1.957403
0.01,5.225896,-1.956548
0.01,5.225701,-1.955694
0.01,5.225505,-1.954839
0.01,5.225310,-1.953985
0.01,5.225114,-1.953130
0.01,5.224919,-1.952275
0.01,5.224724,-1.951420
0.01,5.224528,-1.950565
0.01,5.224333,-1.949710
0.01,5.224138,-1.948855
0.01,5.223944,-1.947999
0.01,5.223749,-1.947144
0.01,5.223554,-1.946288
0.01,5.223359,-1.945433
0.01,5.223165,-1.944577
0.01,5.222970,-1.943721
0.01,5.222776,-1.942865
0.01,5.222582,-1.942010
0.01,5.222388,-1.941153
0.01,5.222193,-1.940297
0.01,5.221999,-1.939441
0.01,5.221805,-1.938585
0.01,5.221612,-1.937728
0.01,5.221418,-1.936872
0.01,5.221224,-1.936015
0.01,5.221031,-1.935158
0.01,5.220837,-1.934302
0.01,5.220644,-1.933445
0.01,5.220450,-1.932588
0.01,5.220257,-1.931731
0.01,5.220064,-1.930873
0.01,5.219871,-1.930016
0.01,5.219678,-1.929159
0.01,5.219485,-1.928301
0.01,5.219292,-1.927444
0.01,5.219099,-1.926586
0.01,5.218907,-1.925728
0.01,5.218714,-1.924871
0.01,5.218522,-1.924013
0.01,5.218329,-1.923155
0.01,5.218137,-1.922296
0.01,5.217945,-1.921438
0.01,5.217752,-1.920580
0.01,5.217560,-1.919722
0.01,5.217368,-1.918863
0.01,5.217177,-1.918005
0.01,5.216985,-1.917146
0.01,5.216793,-1.916287
0.01,5.216601,-1.915428
0.01,5.216410,-1.914569
0.01,5.216218,-1.913710
0.01,5.216027,-1.912851
0.01,5.215836,-1.911992
0.01,5.215645,-1.911133
0.01,5.215453,-1.910274
0.01,5.215262,-1.909414
0.01,5.215071,-1.908555
0.01,5.214881,-1.907695
0.01,5.214690,-1.906835
0.01,5.214499,-1.905975
0.01,5.214309,-1.905115
0.01,5.214118,-1.904255
0.01,5.213928,-1.903395
0.01,5.213737,-1.902535
0.01,5.213547,-1.901675
