TIME,ANGLE,ANGULAR_VELOCITY
0.00,2.094395,2.000000
0.00,2.094595,1.999150
0.00,2.094795,1.998301
0.00,2.094995,1.997452
0.00,2.095195,1.996602
0.00,2.095394,1.995753
0.00,2.095594,1.994904
0.00,2.095793,1.994055
0.00,2.095993,1.993206
0.00,2.096192,1.992357
0.00,2.096391,1.991509
0.00,2.096590,1.990660
0.00,2.096789,1.989812
0.00,2.096988,1.988963
0.00,2.097187,1.988115
0.00,2.097386,1.987267
0.00,2.097585,1.986419
0.00,2.097784,1.985571
0.00,2.097982,1.984723
0.00,2.098181,1.983875
0.00,2.098379,1.983027
0.00,2.098577,1.982180
0.00,2.098775,1.981332
0.00,2.098974,1.980485
0.00,2.099172,1.979637
0.00,2.099370,1.978790
0.00,2.099568,1.977943
0.00,2.099765,1.977096
0.00,2.099963,1.976249
0.00,2.100161,1.975402
0.00,2.100358,1.974556
0.00,2.100556,1.973709
0.00,2.100753,1.972862
0.00,2.100950,1.972016
0.00,2.101148,1.971170
0.00,2.101345,1.970323
0.00,2.101542,1.969477
0.00,2.101739,1.968631
0.00,2.101935,1.967785
0.00,2.102132,1.966939
0.00,2.102329,1.966094
0.00,2.102526,1.965248
0.00,2.102722,1.964402
0.00,2.102919,1.963557
0.00,2.103115,1.962712
0.00,2.103311,1.961866
0.00,2.103507,1.961021
0.00,2.103703,1.960176
0.00,2.103899,1.959331
0.00,2.104095,1.958486
0.01,2.104291,1.957641
0.01,2.104487,1.956797
0.01,2.104683,1.955952
0.01,2.104878,1.955108
0.01,2.105074,1.954263
0.01,2.105269,1.953419
0.01,2.105465,1.952575
0.01,2.105660,1.951731
0.01,2.105855,1.950887
0.01,2.106050,1.950043
0.01,2.106245,1.949199
0.01,2.106440,1.948355
0.01,2.106635,1.947512
0.01,2.106830,1.946668
0.01,2.107024,1.945825
0.01,2.107219,1.944982
0.01,2.107413,1.944138
0.01,2.107608,1.943295
0.01,2.107802,1.942452
0.01,2.107996,1.941609
0.01,2.108190,1.940767
0.01,2.108385,1.939924
0.01,2.108579,1.939081
0.01,2.108772,1.938239
0.01,2.108966,1.937396
0.01,2.109160,1.936554
0.01,2.109354,1.935712
0.01,2.109547,1.934870
0.01,2.109741,1.934027
0.01,2.109934,1.933186
0.01,2.110127,1.932344
0.01,2.110321,1.931502
0.01,2.110514,1.930660
0.01,2.110707,1.929819
0.01,2.110900,1.928977
0.01,2.111093,1.928136
0.01,2.111286,1.927295
0.01,2.111478,1.926453
0.01,2.111671,1.925612
0.01,2.111864,1.924771
0.01,2.112056,1.923931
0.01,2.112248,1.923090
0.01,2.112441,1.922249
0.01,2.112633,1.921409
0.01,2.112825,1.920568
0.01,2.113017,1.919728
0.01,2.113209,1.918887
0.01,2.113401,1.918047
0.01,2.113593,1.917207
0.01,2.113785,1.916367
0.01,2.113976,1.915527
0.01,2.114168,1.914687
0.01,2.114359,1.913848
0.01,2.114551,1.913008
0.01,2.114742,1.912169
0.01,2.114933,1.911329
0.01,2.115124,1.910490
0.01,2.115315,1.909651
0.01,2.115506,1.908811
0.01,2.115697,1.907972
0.01,2.115888,1.907134
0.01,2.116079,1.906295
0.01,2.116269,1.905456
0.01,2.116460,1.904617
0.01,2.116650,1.903779
0.01,2.116841,1.902940
0.01,2.117031,1.902102
0.01,2.117221,1.901264
0.01,2.117411,1.900426
0.01,2.117601,1.899587
0.01,2.117791,1.898750
0.01,2.117981,1.897912
0.01,2.118171,1.897074
0.01,2.118361,1.896236
0.01,2.118550,1.895399
0.01,2.118740,1.894561
0.01,2.118929,1.893724
0.01,2.119119,1.892887
0.01,2.119308,1.892049
0.01,2.119497,1.891212
0.01,2.119686,1.890375
0.01,2.119875,1.889538
0.01,2.120064,1.888702
0.01,2.120253,1.887865
