TIME,ANGLE,ANGULAR_VELOCITY
0.00,3.665191,2.000000
0.00,3.665391,2.000491
0.00,3.665591,2.000981
0.00,3.665792,2.001472
0.00,3.665992,2.001963
0.00,3.666192,2.002454
0.00,3.666392,2.002946
0.00,3.666592,2.003437
0.00,3.666793,2.003929
0.00,3.666993,2.004421
0.00,3.667194,2.004913
0.00,3.667394,2.005405
0.00,3.667595,2.005897
0.00,3.667795,2.006390
0.00,3.667996,2.006882
0.00,3.668197,2.007375
0.00,3.668397,2.007868
0.00,3.668598,2.008362
0.00,3.668799,2.008855
0.00,3.669000,2.009349
0.00,3.669201,2.009842
0.00,3.669402,2.010336
0.00,3.669603,2.010830
0.00,3.669804,2.011325
0.00,3.670005,2.011819
0.00,3.670206,2.012314
0.00,3.670407,2.012808
0.00,3.670609,2.013303
0.00,3.670810,2.013798
0.00,3.671011,2.014294
0.00,3.671213,2.014789
0.00,3.671414,2.015285
0.00,3.671616,2.015780
0.00,3.671817,2.016276
0.00,3.672019,2.016772
0.00,3.672221,2.017269
0.00,3.672422,2.017765
0.00,3.672624,2.018262
0.00,3.672826,2.018759
0.00,3.673028,2.019256
0.00,3.673230,2.019753
0.00,3.673432,2.020250
0.00,3.673634,2.020748
0.00,3.673836,2.021245
0.00,3.674038,2.021743
0.00,3.674240,2.022241
0.00,3.674442,2.022739
0.00,3.674645,2.023238
0.00,3.674847,2.023736
0.00,3.675049,2.024235
0.01,3.675252,2.024734
0.01,3.675454,2.025233
0.01,3.675657,2.025732
0.01,3.675859,2.026231
0.01,3.676062,2.026731
0.01,3.676265,2.027230
0.01,3.676467,2.027730
0.01,3.676670,2.028230
0.01,3.676873,2.028731
0.01,3.677076,2.029231
0.01,3.677279,2.029731
0.01,3.677482,2.030232
0.01,3.677685,2.030733
0.01,3.677888,2.031234
0.01,3.678091,2.031735
0.01,3.678294,2.032237
0.01,3.678497,2.032738
0.01,3.678701,2.033240
0.01,3.678904,2.033742
0.01,3.679107,2.034244
0.01,3.679311,2.034747
0.01,3.679514,2.035249
0.01,3.679718,2.035752
0.01,3.679921,2.036254
0.01,3.680125,2.036757
0.01,3.680329,2.037260
0.01,3.680532,2.037764
0.01,3.680736,2.038267
0.01,3.680940,2.038771
0.01,3.681144,2.039275
0.01,3.681348,2.039779
0.01,3.681552,2.040283
0.01,3.681756,2.040787
0.01,3.681960,2.041292
0.01,3.682164,2.041796
0.01,3.682368,2.042301
0.01,3.682572,2.042806
0.01,3.682777,2.043311
0.01,3.682981,2.043817
0.01,3.683185,2.044322
0.01,3.683390,2.044828
0.01,3.683594,2.045334
0.01,3.683799,2.045840
0.01,3.684003,2.046346
0.01,3.684208,2.046853
0.01,3.684413,2.047359
0.01,3.684618,2.047866
0.01,3.684822,2.048373
0.01,3.685027,2.048880
0.01,3.685232,2.049387
0.01,3.685437,2.049895
0.01,3.685642,2.050402
0.01,3.685847,2.050910
0.01,3.686052,2.051418
0.01,3.686257,2.051926
0.01,3.686462,2.052434
0.01,3.686668,2.052943
0.01,3.686873,2.053451
0.01,3.687078,2.053960
0.01,3.687284,2.054469
0.01,3.687489,2.054978
0.01,3.687695,2.055488
0.01,3.687900,2.055997
0.01,3.688106,2.056507
0.01,3.688311,2.057017
0.01,3.688517,2.057527
0.01,3.688723,2.058037
0.01,3.688929,2.058547
0.01,3.689135,2.059058
0.01,3.689340,2.059568
0.01,3.689546,2.060079
0.01,3.689752,2.060590
0.01,3.689959,2.061102
0.01,3.690165,2.061613
0.01,3.690371,2.062124
0.01,3.690577,2.062636
0.01,3.690783,2.063148
0.01,3.690990,2.063660
0.01,3.691196,2.064172
0.01,3.691402,2.064685
0.01,3.691609,2.065197
0.01,3.691815,2.065710
0.01,3.692022,2.066223
0.01,3.692229,2.066736
0.01,3.692435,2.067250
0.01,3.692642,2.067763
0.01,3.692849,2.068277
0.01,3.693056,2.068790
0.01,3.693262,2.069304
0.01,3.693469,2.069819
0.01,3.693676,2.070333
0.01,3.693883,2.070847
0.01,3.694090,2.071362
0.01,3.694298,2.071877
0.01,3.694505,2.072392
0.01,3.694712,2.072907
0.01,3.694919,2.073423
0.01,3.695127,2.073938
0.01,3.695334,2.074454
0.01,3.695541,2.074970
0.01,3.695749,2.075486
0.02,3.695957,2.076002
0.02,3.696164,2.076518
0.02,3.696372,2.077035
0.02,3.696579,2.077552
0.02,3.696787,2.078069
0.02,3.696995,2.078586
0.02,3.697203,2.079103
0.02,3.697411,2.079620
0.02,3.697619,2.080138
0.02,3.697827,2.080656
0.02,3.698035,2.081174
0.02,3.698243,2.081692
0.02,3.698451,2.082210
0.02,3.698659,2.082729
0.02,3.698868,2.083247
0.02,3.699076,2.083766
0.02,3.699284,2.084285
0.02,3.699493,2.084804
0.02,3.699701,2.085324
0.02,3.699910,2.085843
0.02,3.700118,2.086363
0.02,3.700327,2.086883
0.02,3.700536,2.087403
0.02,3.700744,2.087923
0.02,3.700953,2.088443
0.02,3.701162,2.088964
0.02,3.701371,2.089485
0.02,3.701580,2.090006
0.02,3.701789,2.090527
0.02,3.701998,2.091048
0.02,3.702207,2.091569
0.02,3.702416,2.092091
0.02,3.702625,2.092613
0.02,3.702835,2.093135
