TIME,ANGLE,ANGULAR_VELOCITY
0.00,4.450590,2.000000
0.00,4.450790,2.000948
0.00,4.450990,2.001895
0.00,4.451190,2.002843
0.00,4.451390,2.003791
0.00,4.451591,2.004738
0.00,4.451791,2.005686
0.00,4.451992,2.006634
0.00,4.452192,2.007582
0.00,4.452393,2.008530
0.00,4.452594,2.009478
0.00,4.452795,2.010426
0.00,4.452996,2.011374
0.00,4.453197,2.012322
0.00,4.453398,2.013271
0.00,4.453600,2.014219
0.00,4.453801,2.015167
0.00,4.454002,2.016116
0.00,4.454204,2.017064
0.00,4.454406,2.018013
0.00,4.454608,2.018961
0.00,4.454809,2.019910
0.00,4.455011,2.020858
0.00,4.455214,2.021807
0.00,4.455416,2.022756
0.00,4.455618,2.023705
0.00,4.455820,2.024653
0.00,4.456023,2.025602
0.00,4.456225,2.026551
0.00,4.456428,2.027500
0.00,4.456631,2.028449
0.00,4.456834,2.029398
0.00,4.457037,2.030347
0.00,4.457240,2.031297
0.00,4.457443,2.032246
0.00,4.457646,2.033195
0.00,4.457849,2.034145
0.00,4.458053,2.035094
0.00,4.458256,2.036043
0.00,4.458460,2.036993
0.00,4.458664,2.037942
0.00,4.458867,2.038892
0.00,4.459071,2.039842
0.00,4.459275,2.040791
0.00,4.459479,2.041741
0.00,4.459683,2.042691
0.00,4.459888,2.043641
0.00,4.460092,2.044591
0.00,4.460297,2.045541
0.00,4.460501,2.046491
0.01,4.460706,2.047441
0.01,4.460911,2.048391
0.01,4.461115,2.049341
0.01,4.461320,2.050291
0.01,4.461525,2.051241
0.01,4.461730,2.052192
0.01,4.461936,2.053142
0.01,4.462141,2.054092
0.01,4.462346,2.055043
0.01,4.462552,2.055993
0.01,4.462757,2.056944
0.01,4.462963,2.057894
0.01,4.463169,2.058845
0.01,4.463375,2.059796
0.01,4.463581,2.060746
0.01,4.463787,2.061697
0.01,4.463993,2.062648
0.01,4.464199,2.063599
0.01,4.464406,2.064550
0.01,4.464612,2.065501
0.01,4.464819,2.066452
0.01,4.465025,2.067403
0.01,4.465232,2.068354
0.01,4.465439,2.069305
0.01,4.465646,2.070257
0.01,4.465853,2.071208
0.01,4.466060,2.072159
0.01,4.466267,2.073111
0.01,4.466475,2.074062
0.01,4.466682,2.075014
0.01,4.466889,2.075965
0.01,4.467097,2.076917
0.01,4.467305,2.077868
0.01,4.467513,2.078820
0.01,4.467720,2.079772
0.01,4.467928,2.080723
0.01,4.468136,2.081675
0.01,4.468345,2.082627
0.01,4.468553,2.083579
0.01,4.468761,2.084531
0.01,4.468970,2.085483
0.01,4.469178,2.086435
0.01,4.469387,2.087387
0.01,4.469596,2.088340
0.01,4.469804,2.089292
0.01,4.470013,2.090244
0.01,4.470222,2.091196
0.01,4.470432,2.092149
0.01,4.470641,2.093101
0.01,4.470850,2.094054
0.01,4.471059,2.095006
0.01,4.471269,2.095959
0.01,4.471479,2.096911
0.01,4.471688,2.097864
0.01,4.471898,2.098817
