TIME,ANGLE,ANGULAR_VELOCITY
0.00,6.021386,-2.000000
0.00,6.021186,-1.999746
0.00,6.020986,-1.999492
0.00,6.020786,-1.999238
0.00,6.020586,-1.998983
0.00,6.020386,-1.998729
0.00,6.020186,-1.998474
0.00,6.019986,-1.998219
0.00,6.019787,-1.997963
0.00,6.019587,-1.997708
0.00,6.019387,-1.997452
0.00,6.019187,-1.997197
0.00,6.018988,-1.996941
0.00,6.018788,-1.996685
0.00,6.018588,-1.996428
0.00,6.018389,-1.996172
0.00,6.018189,-1.995915
0.00,6.017989,-1.995658
0.00,6.017790,-1.995401
0.00,6.017590,-1.995143
0.00,6.017391,-1.994886
0.00,6.017191,-1.994628
0.00,6.016992,-1.994370
0.00,6.016792,-1.994112
0.00,6.016593,-1.993854
0.00,6.016394,-1.993596
0.00,6.016194,-1.993337
0.00,6.015995,-1.993078
0.00,6.015796,-1.992819
0.00,6.015596,-1.992560
0.00,6.015397,-1.992301
0.00,6.015198,-1.992041
0.00,6.014999,-1.991781
0.00,6.014799,-1.991521
0.00,6.014600,-1.991261
0.00,6.014401,-1.991001
0.00,6.014202,-1.990740
0.00,6.014003,-1.990480
0.00,6.013804,-1.990219
0.00,6.013605,-1.989958
0.00,6.013406,-1.989696
0.00,6.013207,-1.989435
0.00,6.013008,-1.989173
0.00,6.012809,-1.988912
0.00,6.012610,-1.988650
0.00,6.012411,-1.988387
0.00,6.012212,-1.988125
0.00,6.012014,-1.987862
0.00,6.011815,-1.987600
0.00,6.011616,-1.987337
0.01,6.011417,-1.987073
0.01,6.011219,-1.986810
0.01,6.011020,-1.986547
0.01,6.010821,-1.986283
0.01,6.010623,-1.986019
0.01,6.010424,-1.985755
0.01,6.010226,-1.985491
0.01,6.010027,-1.985226
0.01,6.009828,-1.984962
0.01,6.009630,-1.984697
0.01,6.009432,-1.984432
0.01,6.009233,-1.984166
0.01,6.009035,-1.983901
0.01,6.008836,-1.983635
0.01,6.008638,-1.983370
0.01,6.008440,-1.983104
0.01,6.008241,-1.982838
0.01,6.008043,-1.982571
