TIME,ANGLE,ANGULAR_VELOCITY
0.00,2.879793,-2.000000
0.00,2.879593,-2.000254
0.00,2.879393,-2.000508
0.00,2.879193,-2.000762
0.00,2.878993,-2.001017
0.00,2.878793,-2.001271
0.00,2.878593,-2.001526
0.00,2.878393,-2.001781
0.00,2.878193,-2.002037
0.00,2.877992,-2.002292
0.00,2.877792,-2.002548
0.00,2.877592,-2.002803
0.00,2.877392,-2.003059
0.00,2.877191,-2.003316
0.00,2.876991,-2.003572
0.00,2.876791,-2.003828
0.00,2.876590,-2.004085
0.00,2.876390,-2.004342
0.00,2.876189,-2.004599
0.00,2.875989,-2.004857
0.00,2.875788,-2.005114
0.00,2.875588,-2.005372
0.00,2.875387,-2.005630
0.00,2.875187,-2.005888
0.00,2.874986,-2.006146
0.00,2.874786,-2.006404
0.00,2.874585,-2.006663
0.00,2.874384,-2.006922
0.00,2.874184,-2.007181
0.00,2.873983,-2.007440
0.00,2.873782,-2.007700
0.00,2.873581,-2.007959
0.00,2.873381,-2.008219
0.00,2.873180,-2.008479
0.00,2.872979,-2.008739
0.00,2.872778,-2.008999
0.00,2.872577,-2.009260
0.00,2.872376,-2.009521
0.00,2.872175,-2.009782
0.00,2.871974,-2.010043
0.00,2.871773,-2.010304
0.00,2.871572,-2.010566
0.00,2.871371,-2.010827
0.00,2.871170,-2.011089
0.00,2.870969,-2.011351
0.00,2.870768,-2.011613
0.00,2.870567,-2.011876
0.00,2.870366,-2.012138
0.00,2.870164,-2.012401
0.00,2.869963,-2.012664
0.01,2.869762,-2.012927
0.01,2.869560,-2.013191
0.01,2.869359,-2.013454
0.01,2.869158,-2.013718
0.01,2.868956,-2.013982
0.01,2.868755,-2.014246
0.01,2.868554,-2.014511
0.01,2.868352,-2.014775
0.01,2.868151,-2.015040
0.01,2.867949,-2.015305
0.01,2.867748,-2.015570
0.01,2.867546,-2.015835
0.01,2.867345,-2.016101
0.01,2.867143,-2.016366
0.01,2.866941,-2.016632
0.01,2.866740,-2.016898
0.01,2.866538,-2.017165
0.01,2.866336,-2.017431
0.01,2.866134,-2.017698
0.01,2.865933,-2.017965
0.01,2.865731,-2.018232
0.01,2.865529,-2.018499
0.01,2.865327,-2.018766
0.01,2.865125,-2.019034
0.01,2.864923,-2.019301
0.01,2.864722,-2.019569
0.01,2.864520,-2.019838
0.01,2.864318,-2.020106
0.01,2.864116,-2.020374
0.01,2.863914,-2.020643
0.01,2.863711,-2.020912
0.01,2.863509,-2.021181
0.01,2.863307,-2.021451
0.01,2.863105,-2.021720
0.01,2.862903,-2.021990
0.01,2.862701,-2.022260
0.01,2.862499,-2.022530
0.01,2.862296,-2.022800
0.01,2.862094,-2.023070
0.01,2.861892,-2.023341
0.01,2.861689,-2.023612
0.01,2.861487,-2.023883
0.01,2.861285,-2.024154
0.01,2.861082,-2.024425
0.01,2.860880,-2.024697
0.01,2.860677,-2.024969
0.01,2.860475,-2.025241
0.01,2.860272,-2.025513
0.01,2.860070,-2.025785
0.01,2.859867,-2.026058
0.01,2.859665,-2.026330
0.01,2.859462,-2.026603
0.01,2.859259,-2.026877
0.01,2.859057,-2.027150
0.01,2.858854,-2.027423
0.01,2.858651,-2.027697
0.01,2.858448,-2.027971
0.01,2.858246,-2.028245
0.01,2.858043,-2.028519
0.01,2.857840,-2.028794
0.01,2.857637,-2.029068
0.01,2.857434,-2.029343
0.01,2.857231,-2.029618
0.01,2.857028,-2.029893
0.01,2.856825,-2.030169
0.01,2.856622,-2.030444
0.01,2.856419,-2.030720
0.01,2.856216,-2.030996
0.01,2.856013,-2.031272
0.01,2.855810,-2.031549
0.01,2.855607,-2.031825
0.01,2.855403,-2.032102
0.01,2.855200,-2.032379
0.01,2.854997,-2.032656
0.01,2.854794,-2.032933
0.01,2.854590,-2.033211
0.01,2.854387,-2.033489
0.01,2.854184,-2.033766
0.01,2.853980,-2.034045
0.01,2.853777,-2.034323
0.01,2.853574,-2.034601
0.01,2.853370,-2.034880
0.01,2.853167,-2.035159
0.01,2.852963,-2.035438
0.01,2.852760,-2.035717
0.01,2.852556,-2.035996
0.01,2.852352,-2.036276
0.01,2.852149,-2.036556
0.01,2.851945,-2.036836
0.01,2.851741,-2.037116
0.01,2.851538,-2.037396
0.01,2.851334,-2.037677
0.01,2.851130,-2.037958
0.01,2.850926,-2.038239
0.01,2.850723,-2.038520
0.01,2.850519,-2.038801
0.01,2.850315,-2.039083
0.01,2.850111,-2.039364
0.01,2.849907,-2.039646
0.01,2.849703,-2.039928
0.01,2.849499,-2.040211
0.02,2.849295,-2.040493
0.02,2.849091,-2.040776
0.02,2.848887,-2.041059
0.02,2.848683,-2.041342
0.02,2.848479,-2.041625
0.02,2.848275,-2.041909
0.02,2.848070,-2.042192
0.02,2.847866,-2.042476
0.02,2.847662,-2.042760
0.02,2.847458,-2.043044
0.02,2.847253,-2.043329
0.02,2.847049,-2.043613
0.02,2.846845,-2.043898
0.02,2.846640,-2.044183
0.02,2.846436,-2.044468
0.02,2.846231,-2.044754
0.02,2.846027,-2.045039
0.02,2.845822,-2.045325
0.02,2.845618,-2.045611
0.02,2.845413,-2.045897
0.02,2.845209,-2.046183
0.02,2.845004,-2.046470
0.02,2.844799,-2.046756
0.02,2.844595,-2.047043
0.02,2.844390,-2.047330
0.02,2.844185,-2.047618
0.02,2.843981,-2.047905
0.02,2.843776,-2.048193
0.02,2.843571,-2.048481
0.02,2.843366,-2.048769
0.02,2.843161,-2.049057
0.02,2.842956,-2.049345
0.02,2.842751,-2.049634
0.02,2.842546,-2.049923
0.02,2.842341,-2.050212
0.02,2.842136,-2.050501
0.02,2.841931,-2.050791
0.02,2.841726,-2.051080
0.02,2.841521,-2.051370
0.02,2.841316,-2.051660
0.02,2.841111,-2.051950
0.02,2.840906,-2.052240
0.02,2.840700,-2.052531
0.02,2.840495,-2.052822
0.02,2.840290,-2.053113
0.02,2.840085,-2.053404
0.02,2.839879,-2.053695
0.02,2.839674,-2.053987
0.02,2.839468,-2.054278
0.02,2.839263,-2.054570
0.02,2.839058,-2.054862
0.02,2.838852,-2.055155
0.02,2.838647,-2.055447
0.02,2.838441,-2.055740
0.02,2.838235,-2.056033
0.02,2.838030,-2.056326
0.02,2.837824,-2.056619
0.02,2.837619,-2.056912
0.02,2.837413,-2.057206
0.02,2.837207,-2.057500
0.02,2.837001,-2.057794
0.02,2.836796,-2.058088
0.02,2.836590,-2.058382
0.02,2.836384,-2.058677
0.02,2.836178,-2.058972
0.02,2.835972,-2.059267
0.02,2.835766,-2.059562
0.02,2.835560,-2.059857
0.02,2.835354,-2.060153
0.02,2.835148,-2.060449
0.02,2.834942,-2.060744
