TIME,ANGLE,ANGULAR_VELOCITY
0.00,3.926991,0.000000
0.01,3.927338,0.069375
0.02,3.928378,0.138798
0.03,3.930114,0.208318
0.04,3.932545,0.277981
0.05,3.935674,0.347837
0.06,3.939503,0.417931
0.07,3.944034,0.488312
0.08,3.949270,0.559025
0.09,3.955216,0.630117
0.10,3.961874,0.701634
0.11,3.969250,0.773621
0.12,3.977348,0.846120
0.13,3.986174,0.919177
0.14,3.995734,0.992832
0.15,4.006033,1.067126
0.16,4.017078,1.142100
0.17,4.028877,1.217792
0.18,4.041437,1.294238
0.19,4.054765,1.371473
0.20,4.068869,1.449530
0.21,4.083758,1.528441
0.22,4.099441,1.608232
0.23,4.115926,1.688932
0.24,4.133222,1.770561
0.25,4.151340,1.853141
0.26,4.170288,1.936688
0.27,4.190077,2.021215
0.28,4.210716,2.106731
0.29,4.232215,2.193240
0.30,4.254584,2.280743
0.31,4.277833,2.369234
0.32,4.301972,2.458703
0.33,4.327011,2.549134
0.34,4.352958,2.640504
0.35,4.379824,2.732785
0.36,4.407617,2.825941
0.37,4.436345,2.919928
0.38,4.466018,3.014695
0.39,4.496642,3.110182
0.40,4.528224,3.206322
0.41,4.560770,3.303037
0.42,4.594286,3.400241
0.43,4.628776,3.497836
0.44,4.664244,3.595718
0.45,4.700691,3.693768
0.46,4.738119,3.791860
0.47,4.776528,3.889856
0.48,4.815915,3.987605
0.49,4.856279,4.084950
0.50,4.897612,4.181719
0.51,4.939910,4.277732
0.52,4.983164,4.372798
0.53,5.027363,4.466715
0.54,5.072494,4.559274
0.55,5.118543,4.650256
0.56,5.165493,4.739436
0.57,5.213325,4.826580
0.58,5.262017,4.911449
0.59,5.311545,4.993802
0.60,5.361884,5.073391
0.61,5.413003,5.149971
0.62,5.464872,5.223294
0.63,5.517457,5.293114
0.64,5.570722,5.359193
0.65,5.624628,5.421293
0.66,5.679134,5.479188
0.67,5.734197,5.532660
0.68,5.789772,5.581504
0.69,5.845811,5.625526
0.70,5.902266,5.664551
0.71,5.959085,5.698418
0.72,6.016216,5.726988
0.73,6.073606,5.750141
0.74,6.131201,5.767778
0.75,6.188943,5.779825
0.76,6.246778,5.786228
0.77,6.304649,5.786961
0.78,6.362499,5.782020
0.79,6.420271,5.771427
0.80,6.477908,5.755227
0.81,6.535357,5.733490
0.82,6.592560,5.706309
0.83,6.649465,5.673796
0.84,6.706019,5.636089
0.85,6.762170,5.593341
0.86,6.817869,5.545725
0.87,6.873069,5.493429
0.88,6.927723,5.436656
0.89,6.981788,5.375620
0.90,7.035222,5.310546
0.91,7.087986,5.241669
0.92,7.140043,5.169227
0.93,7.191360,5.093465
0.94,7.241902,5.014629
0.95,7.291643,4.932967
0.96,7.340553,4.848724
0.97,7.388609,4.762144
0.98,7.435789,4.673468
0.99,7.482073,4.582929
1.00,7.527442,4.490756
1.01,7.571883,4.397169
1.02,7.615382,4.302380
1.03,7.657927,4.206593
1.04,7.699511,4.110002
1.05,7.740125,4.012789
1.06,7.779765,3.915128
1.07,7.818427,3.817181
1.08,7.856108,3.719101
1.09,7.892809,3.621027
1.10,7.928529,3.523090
1.11,7.963272,3.425410
1.12,7.997039,3.328095
1.13,8.029835,3.231246
1.14,8.061665,3.134949
1.15,8.092536,3.039287
1.16,8.122454,2.944328
1.17,8.151425,2.850134
1.18,8.179459,2.756759
1.19,8.206563,2.664249
1.20,8.232747,2.572640
1.21,8.258019,2.481964
1.22,8.282389,2.392245
1.23,8.305867,2.303500
1.24,8.328463,2.215741
1.25,8.350185,2.128976
1.26,8.371046,2.043204
1.27,8.391053,1.958422
