TIME,ANGLE,ANGULAR_VELOCITY
0.00,1.178097,0.000000
0.01,1.177644,-0.090627
0.02,1.176285,-0.181220
0.03,1.174020,-0.271744
0.04,1.170850,-0.362166
0.05,1.166777,-0.452449
0.06,1.161802,-0.542557
0.07,1.155927,-0.632454
0.08,1.149154,-0.722100
0.09,1.141486,-0.811457
0.10,1.132926,-0.900481
0.11,1.123477,-0.989132
0.12,1.113144,-1.077362
0.13,1.101932,-1.165125
0.14,1.089844,-1.252371
0.15,1.076886,-1.339049
0.16,1.063065,-1.425104
0.17,1.048386,-1.510479
0.18,1.032858,-1.595115
0.19,1.016487,-1.678948
0.20,0.999282,-1.761914
0.21,0.981251,-1.843945
0.22,0.962406,-1.924970
0.23,0.942756,-2.004916
0.24,0.922312,-2.083706
0.25,0.901086,-2.161260
0.26,0.879091,-2.237499
0.27,0.856340,-2.312337
0.28,0.832849,-2.385689
0.29,0.808632,-2.457466
0.30,0.783705,-2.527579
0.31,0.758086,-2.595935
0.32,0.731793,-2.662442
0.33,0.704844,-2.727005
0.34,0.677259,-2.789531
0.35,0.649060,-2.849924
0.36,0.620268,-2.908090
0.37,0.590906,-2.963935
0.38,0.560998,-3.017365
0.39,0.530567,-3.068289
0.40,0.499640,-3.116617
0.41,0.468244,-3.162262
0.42,0.436404,-3.205138
0.43,0.404150,-3.245166
0.44,0.371511,-3.282266
0.45,0.338515,-3.316367
0.46,0.305194,-3.347400
0.47,0.271578,-3.375301
0.48,0.237698,-3.400013
0.49,0.203588,-3.421483
0.50,0.169280,-3.439667
0.51,0.134806,-3.454526
0.52,0.100200,-3.466027
0.53,0.065497,-3.474145
0.54,0.030729,-3.478863
0.55,-0.004069,-3.480171
0.56,-0.038863,-3.478065
0.57,-0.073619,-3.472551
0.58,-0.108303,-3.463639
0.59,-0.142881,-3.451351
0.60,-0.177319,-3.435711
0.61,-0.211584,-3.416755
0.62,-0.245643,-3.394522
0.63,-0.279464,-3.369060
0.64,-0.313014,-3.340421
0.65,-0.346262,-3.308665
0.66,-0.379177,-3.273857
0.67,-0.411729,-3.236065
0.68,-0.443888,-3.195364
0.69,-0.475627,-3.151833
0.70,-0.506916,-3.105553
0.71,-0.537729,-3.056610
0.72,-0.568039,-3.005091
0.73,-0.597822,-2.951088
0.74,-0.627053,-2.894692
0.75,-0.655709,-2.835997
0.76,-0.683766,-2.775097
0.77,-0.711203,-2.712086
0.78,-0.738001,-2.647059
0.79,-0.764138,-2.580112
0.80,-0.789597,-2.511337
0.81,-0.814359,-2.440827
0.82,-0.838408,-2.368674
0.83,-0.861727,-2.294966
0.84,-0.884302,-2.219793
0.85,-0.906119,-2.143239
0.86,-0.927163,-2.065388
0.87,-0.947422,-1.986321
0.88,-0.966886,-1.906116
0.89,-0.985541,-1.824850
0.90,-1.003379,-1.742594
0.91,-1.020390,-1.659419
0.92,-1.036565,-1.575392
0.93,-1.051895,-1.490578
0.94,-1.066374,-1.405039
0.95,-1.079994,-1.318833
0.96,-1.092749,-1.232018
0.97,-1.104632,-1.144646
0.98,-1.115640,-1.056769
0.99,-1.125766,-0.968437
1.00,-1.135007,-0.879695
1.01,-1.143359,-0.790588
1.02,-1.150818,-0.701161
1.03,-1.157381,-0.611452
1.04,-1.163046,-0.521503
1.05,-1.167810,-0.431350
1.06,-1.171673,-0.341031
1.07,-1.174631,-0.250583
1.08,-1.176684,-0.160039
1.09,-1.177831,-0.069435
1.10,-1.178072,0.021195
1.11,-1.177407,0.111817
1.12,-1.175836,0.202396
1.13,-1.173360,0.292900
1.14,-1.169979,0.383292
1.15,-1.165694,0.473538
1.16,-1.160509,0.563600
1.17,-1.154423,0.653442
1.18,-1.147441,0.743024
1.19,-1.139564,0.832306
1.20,-1.130796,0.921248
1.21,-1.121140,1.009804
1.22,-1.110601,1.097929
1.23,-1.099183,1.185576
1.24,-1.086891,1.272694
1.25,-1.073731,1.359231
1.26,-1.059709,1.445132
1.27,-1.044831,1.530340
1.28,-1.029104,1.614793
1.29,-1.012538,1.698430
1.30,-0.995139,1.781184
1.31,-0.976917,1.862986
1.32,-0.957882,1.943765
1.33,-0.938045,2.023447
1.34,-0.917417,2.101956
1.35,-0.896010,2.179210
1.36,-0.873838,2.255129
1.37,-0.850913,2.329627
1.38,-0.827250,2.402619
1.39,-0.802866,2.474015
1.40,-0.777775,2.543725
1.41,-0.751997,2.611657
1.42,-0.725549,2.677717
1.43,-0.698449,2.741813
1.44,-0.670719,2.803849
1.45,-0.642379,2.863729
1.46,-0.613452,2.921361
1.47,-0.583960,2.976649
1.48,-0.553927,3.029502
1.49,-0.523378,3.079826
1.50,-0.492339,3.127535
1.51,-0.460837,3.172540
1.52,-0.428898,3.214757
1.53,-0.396551,3.254107
1.54,-0.363826,3.290512
1.55,-0.330751,3.323902
1.56,-0.297358,3.354207
1.57,-0.263677,3.381368
1.58,-0.229741,3.405326
1.59,-0.195582,3.426032
1.60,-0.161231,3.443441
1.61,-0.126724,3.457517
1.62,-0.092092,3.468229
1.63,-0.057371,3.475553
1.64,-0.022593,3.479475
1.65,0.012208,3.479984
1.66,0.046996,3.477080
1.67,0.081738,3.470770
1.68,0.116400,3.461067
1.69,0.150948,3.447992
1.70,0.185348,3.431574
1.71,0.219568,3.411848
1.72,0.253575,3.388855
1.73,0.287335,3.362645
1.74,0.320817,3.333272
1.75,0.353990,3.300796
1.76,0.386823,3.265283
1.77,0.419286,3.226804
1.78,0.451349,3.185435
1.79,0.482985,3.141253
1.80,0.514165,3.094343
1.81,0.544863,3.044789
1.82,0.575052,2.992682
1.83,0.604708,2.938111
1.84,0.633807,2.881169
1.85,0.662324,2.821949
1.86,0.690238,2.760547
1.87,0.717528,2.697056
1.88,0.744173,2.631572
1.89,0.770153,2.564189
1.90,0.795451,2.495000
1.91,0.820048,2.424098
1.92,0.843927,2.351573
1.93,0.867074,2.277515
1.94,0.889473,2.202011
1.95,0.911110,2.125147
1.96,0.931971,2.047004
1.97,0.952046,1.967664
1.98,0.971321,1.887204
1.99,0.989786,1.805700
2.00,1.007432,1.723223
2.01,1.024248,1.639843
2.02,1.040226,1.555626
2.03,1.055358,1.470637
2.04,1.069636,1.384937
2.05,1.083054,1.298584
2.06,1.095606,1.211634
2.07,1.107285,1.124139
2.08,1.118087,1.036151
2.09,1.128007,0.947719
2.10,1.137040,0.858888
2.11,1.145183,0.769703
2.12,1.152433,0.680206
2.13,1.158786,0.590437
2.14,1.164241,0.500437
2.15,1.168795,0.410242
2.16,1.172445,0.319890
2.17,1.175192,0.229416
2.18,1.177033,0.138856
2.19,1.177969,0.048243
2.20,1.177998,-0.042389
2.21,1.177121,-0.133004
2.22,1.175338,-0.223569
2.23,1.172650,-0.314050
2.24,1.169058,-0.404411
2.25,1.164562,-0.494617
2.26,1.159166,-0.584631
2.27,1.152870,-0.674415
2.28,1.145679,-0.763931
2.29,1.137593,-0.853138
2.30,1.128617,-0.941993
2.31,1.118754,-1.030452
2.32,1.108009,-1.118470
2.33,1.096387,-1.205998
2.34,1.083891,-1.292985
2.35,1.070529,-1.379378
2.36,1.056306,-1.465123
2.37,1.041229,-1.550159
2.38,1.025305,-1.634427
2.39,1.008543,-1.717864
2.40,0.990951,-1.800401
2.41,0.972538,-1.881971
2.42,0.953315,-1.962500
2.43,0.933292,-2.041915
2.44,0.912481,-2.120137
2.45,0.890893,-2.197086
2.46,0.868543,-2.272681
2.47,0.845445,-2.346835
2.48,0.821612,-2.419461
2.49,0.797061,-2.490471
2.50,0.771808,-2.559773
2.51,0.745871,-2.627276
2.52,0.719269,-2.692886
2.53,0.692020,-2.756508
2.54,0.664146,-2.818048
2.55,0.635666,-2.877412
2.56,0.606605,-2.934504
2.57,0.576984,-2.989230
2.58,0.546829,-3.041500
2.59,0.516163,-3.091221
2.60,0.485013,-3.138304
2.61,0.453406,-3.182665
2.62,0.421369,-3.224219
2.63,0.388931,-3.262887
2.64,0.356121,-3.298593
2.65,0.322969,-3.331267
2.66,0.289506,-3.360843
2.67,0.255763,-3.387259
2.68,0.221772,-3.410461
2.69,0.187565,-3.430400
2.70,0.153175,-3.447033
2.71,0.118635,-3.460324
2.72,0.083979,-3.470246
2.73,0.049241,-3.476776
2.74,0.014455,-3.479900
2.75,-0.020345,-3.479611
2.76,-0.055126,-3.475910
2.77,-0.089852,-3.468804
2.78,-0.124490,-3.458311
2.79,-0.159007,-3.444451
2.80,-0.193368,-3.427256
2.81,-0.227541,-3.406762
2.82,-0.261493,-3.383012
2.83,-0.295191,-3.356057
2.84,-0.328603,-3.325953
2.85,-0.361699,-3.292761
2.86,-0.394448,-3.256548
2.87,-0.426821,-3.217386
2.88,-0.458787,-3.175352
2.89,-0.490318,-3.130524
2.90,-0.521388,-3.082988
2.91,-0.551969,-3.032829
2.92,-0.582036,-2.980138
2.93,-0.611564,-2.925004
2.94,-0.640528,-2.867521
2.95,-0.668907,-2.807782
2.96,-0.696677,-2.745883
2.97,-0.723818,-2.681918
2.98,-0.750309,-2.615981
2.99,-0.776131,-2.548167
3.00,-0.801266,-2.478569
3.01,-0.825697,-2.407280
3.02,-0.849406,-2.334388
3.03,-0.872379,-2.259985
3.04,-0.894601,-2.184155
3.05,-0.916058,-2.106984
3.06,-0.936737,-2.028555
3.07,-0.956625,-1.948946
3.08,-0.975712,-1.868235
3.09,-0.993986,-1.786497
3.10,-1.011439,-1.703803
3.11,-1.028060,-1.620221
3.12,-1.043840,-1.535818
3.13,-1.058773,-1.450658
3.14,-1.072851,-1.364800
3.15,-1.086067,-1.278302
3.16,-1.098415,-1.191220
3.17,-1.109890,-1.103605
3.18,-1.120486,-1.015509
3.19,-1.130199,-0.926980
3.20,-1.139024,-0.838062
3.21,-1.146959,-0.748800
3.22,-1.153999,-0.659236
3.23,-1.160143,-0.569410
3.24,-1.165387,-0.479361
3.25,-1.169729,-0.389126
3.26,-1.173169,-0.298742
3.27,-1.175704,-0.208245
3.28,-1.177333,-0.117669
3.29,-1.178057,-0.027049
3.30,-1.177874,0.063582
3.31,-1.176785,0.154188
