TIME,ANGLE,ANGULAR_VELOCITY
0.00,5.105088,0.000000
0.01,5.105541,0.090627
0.02,5.106900,0.181220
0.03,5.109165,0.271744
0.04,5.112335,0.362166
0.05,5.116408,0.452449
0.06,5.121383,0.542557
0.07,5.127259,0.632454
0.08,5.134032,0.722100
0.09,5.141700,0.811457
0.10,5.150260,0.900481
0.11,5.159708,0.989132
0.12,5.170041,1.077362
0.13,5.181254,1.165125
0.14,5.193342,1.252371
0.15,5.206299,1.339049
0.16,5.220121,1.425104
0.17,5.234799,1.510479
0.18,5.250328,1.595115
0.19,5.266699,1.678948
0.20,5.283904,1.761914
0.21,5.301934,1.843945
0.22,5.320779,1.924970
0.23,5.340430,2.004916
0.24,5.360874,2.083706
0.25,5.382100,2.161260
0.26,5.404095,2.237499
0.27,5.426845,2.312337
0.28,5.450336,2.385689
0.29,5.474554,2.457466
0.30,5.499480,2.527579
0.31,5.525099,2.595935
0.32,5.551393,2.662442
0.33,5.578342,2.727005
0.34,5.605926,2.789531
0.35,5.634125,2.849924
0.36,5.662917,2.908090
0.37,5.692279,2.963935
0.38,5.722188,3.017365
0.39,5.752618,3.068289
0.40,5.783545,3.116617
0.41,5.814942,3.162262
0.42,5.846781,3.205138
0.43,5.879035,3.245166
0.44,5.911674,3.282266
0.45,5.944670,3.316367
0.46,5.977992,3.347400
0.47,6.011608,3.375301
0.48,6.045487,3.400013
0.49,6.079597,3.421483
0.50,6.113906,3.439667
0.51,6.148379,3.454526
0.52,6.182985,3.466027
0.53,6.217689,3.474145
0.54,6.252457,3.478863
0.55,6.287255,3.480171
0.56,6.322049,3.478065
0.57,6.356804,3.472551
0.58,6.391488,3.463639
0.59,6.426066,3.451351
0.60,6.460504,3.435711
0.61,6.494769,3.416755
0.62,6.528828,3.394522
0.63,6.562649,3.369060
0.64,6.596199,3.340421
0.65,6.629447,3.308665
0.66,6.662362,3.273857
0.67,6.694914,3.236065
0.68,6.727074,3.195364
0.69,6.758812,3.151833
0.70,6.790101,3.105553
0.71,6.820914,3.056610
0.72,6.851225,3.005091
0.73,6.881008,2.951088
0.74,6.910238,2.894692
0.75,6.938894,2.835997
0.76,6.966951,2.775097
0.77,6.994389,2.712086
0.78,7.021186,2.647059
0.79,7.047324,2.580112
0.80,7.072782,2.511337
0.81,7.097544,2.440827
0.82,7.121593,2.368674
0.83,7.144913,2.294966
0.84,7.167488,2.219793
0.85,7.189304,2.143239
0.86,7.210348,2.065388
0.87,7.230608,1.986321
0.88,7.250071,1.906116
