TIME,ANGLE,ANGULAR_VELOCITY
0.00,2.356194,0.000000
0.01,2.355848,-0.069375
0.02,2.354807,-0.138798
0.03,2.353071,-0.208318
0.04,2.350640,-0.277981
0.05,2.347511,-0.347837
0.06,2.343682,-0.417931
0.07,2.339152,-0.488312
0.08,2.333915,-0.559025
0.09,2.327970,-0.630117
0.10,2.321311,-0.701634
0.11,2.313935,-0.773621
0.12,2.305837,-0.846120
0.13,2.297011,-0.919177
0.14,2.287452,-0.992832
0.15,2.277152,-1.067126
0.16,2.266107,-1.142100
0.17,2.254308,-1.217792
0.18,2.241749,-1.294238
0.19,2.228421,-1.371473
0.20,2.214316,-1.449530
0.21,2.199427,-1.528441
0.22,2.183745,-1.608232
0.23,2.167260,-1.688932
0.24,2.149963,-1.770561
0.25,2.131845,-1.853141
0.26,2.112897,-1.936688
0.27,2.093108,-2.021215
0.28,2.072469,-2.106731
0.29,2.050970,-2.193240
0.30,2.028601,-2.280743
0.31,2.005352,-2.369234
0.32,1.981213,-2.458703
0.33,1.956175,-2.549134
0.34,1.930227,-2.640504
0.35,1.903362,-2.732785
0.36,1.875569,-2.825941
0.37,1.846840,-2.919928
0.38,1.817168,-3.014695
0.39,1.786544,-3.110182
0.40,1.754962,-3.206322
0.41,1.722415,-3.303037
0.42,1.688899,-3.400241
0.43,1.654409,-3.497836
0.44,1.618942,-3.595718
0.45,1.582494,-3.693768
0.46,1.545066,-3.791860
0.47,1.506657,-3.889856
0.48,1.467270,-3.987605
0.49,1.426907,-4.084950
0.50,1.385573,-4.181719
0.51,1.343275,-4.277732
0.52,1.300021,-4.372798
0.53,1.255823,-4.466715
0.54,1.210692,-4.559274
0.55,1.164643,-4.650256
0.56,1.117692,-4.739436
0.57,1.069861,-4.826580
0.58,1.021168,-4.911449
0.59,0.971640,-4.993802
0.60,0.921302,-5.073391
0.61,0.870182,-5.149971
0.62,0.818313,-5.223294
0.63,0.765728,-5.293114
0.64,0.712463,-5.359193
0.65,0.658557,-5.421293
0.66,0.604051,-5.479188
0.67,0.548988,-5.532660
0.68,0.493414,-5.581504
0.69,0.437374,-5.625526
0.70,0.380920,-5.664551
0.71,0.324101,-5.698418
0.72,0.266969,-5.726988
0.73,0.209579,-5.750141
0.74,0.151985,-5.767778
0.75,0.094242,-5.779825
0.76,0.036407,-5.786228
0.77,-0.021464,-5.786961
0.78,-0.079313,-5.782020
0.79,-0.137085,-5.771427
0.80,-0.194723,-5.755227
0.81,-0.252171,-5.733490
0.82,-0.309375,-5.706309
0.83,-0.366280,-5.673796
0.84,-0.422833,-5.636089
0.85,-0.478985,-5.593341
0.86,-0.534684,-5.545725
0.87,-0.589884,-5.493429
0.88,-0.644538,-5.436656
0.89,-0.698603,-5.375620
0.90,-0.752037,-5.310546
0.91,-0.804801,-5.241669
0.92,-0.856858,-5.169227
0.93,-0.908174,-5.093465
0.94,-0.958717,-5.014629
0.95,-1.008457,-4.932967
0.96,-1.057368,-4.848724
0.97,-1.105424,-4.762144
0.98,-1.152604,-4.673468
0.99,-1.198887,-4.582929
1.00,-1.244257,-4.490756
1.01,-1.288698,-4.397169
1.02,-1.332196,-4.302380
1.03,-1.374742,-4.206593
1.04,-1.416325,-4.110002
1.05,-1.456940,-4.012789
1.06,-1.496580,-3.915128
1.07,-1.535242,-3.817181
1.08,-1.572923,-3.719101
1.09,-1.609624,-3.621027
1.10,-1.645344,-3.523090
1.11,-1.680086,-3.425410
1.12,-1.713853,-3.328095
1.13,-1.746650,-3.231246
1.14,-1.778480,-3.134949
1.15,-1.809351,-3.039287
1.16,-1.839268,-2.944328
1.17,-1.868240,-2.850134
1.18,-1.896274,-2.756759
1.19,-1.923378,-2.664249
1.20,-1.949562,-2.572640
1.21,-1.974834,-2.481964
1.22,-1.999204,-2.392245
1.23,-2.022682,-2.303500
1.24,-2.045277,-2.215741
1.25,-2.067000,-2.128976
1.26,-2.087860,-2.043204
1.27,-2.107868,-1.958422
1.28,-2.127032,-1.874623
1.29,-2.145363,-1.791795
1.30,-2.162871,-1.709922
1.31,-2.179565,-1.628984
1.32,-2.195454,-1.548960
1.33,-2.210547,-1.469825
1.34,-2.224853,-1.391550
1.35,-2.238381,-1.314106
1.36,-2.251138,-1.237459
1.37,-2.263132,-1.161576
1.38,-2.274372,-1.086421
1.39,-2.284863,-1.011954
1.40,-2.294613,-0.938138
1.41,-2.303628,-0.864931
1.42,-2.311914,-0.792292
1.43,-2.319476,-0.720177
1.44,-2.326319,-0.648543
1.45,-2.332448,-0.577346
1.46,-2.337867,-0.506539
1.47,-2.342580,-0.436077
1.48,-2.346589,-0.365913
1.49,-2.349899,-0.296000
1.50,-2.352510,-0.226292
1.51,-2.354425,-0.156740
1.52,-2.355645,-0.087296
1.53,-2.356171,-0.017913
1.54,-2.356004,0.051457
1.55,-2.355142,0.120863
1.56,-2.353586,0.190353
1.57,-2.351335,0.259975
1.58,-2.348386,0.329776
1.59,-2.344738,0.399804
1.60,-2.340389,0.470107
1.61,-2.335335,0.540730
1.62,-2.329573,0.611720
1.63,-2.323099,0.683123
1.64,-2.315909,0.754984
1.65,-2.307998,0.827347
1.66,-2.299360,0.900255
1.67,-2.289991,0.973752
1.68,-2.279883,1.047877
1.69,-2.269031,1.122672
1.70,-2.257428,1.198175
1.71,-2.245065,1.274422
1.72,-2.231936,1.351450
1.73,-2.218033,1.429292
1.74,-2.203348,1.507980
1.75,-2.187871,1.587541
1.76,-2.171594,1.668004
1.77,-2.154508,1.749391
1.78,-2.136603,1.831724
1.79,-2.117870,1.915020
1.80,-2.098299,1.999293
1.81,-2.077881,2.084552
1.82,-2.056605,2.170805
1.83,-2.034462,2.258051
1.84,-2.011441,2.346288
1.85,-1.987533,2.435506
1.86,-1.962727,2.525690
1.87,-1.937016,2.616821
1.88,-1.910388,2.708870
1.89,-1.882835,2.801803
1.90,-1.854349,2.895580
1.91,-1.824921,2.990151
1.92,-1.794544,3.085458
1.93,-1.763210,3.181437
1.94,-1.730913,3.278011
1.95,-1.697648,3.375097
1.96,-1.663409,3.472602
1.97,-1.628195,3.570420
1.98,-1.592000,3.668439
1.99,-1.554826,3.766533
2.00,-1.516670,3.864567
2.01,-1.477535,3.962395
2.02,-1.437423,4.059860
2.03,-1.396339,4.156795
2.04,-1.354290,4.253021
2.05,-1.311282,4.348350
2.06,-1.267326,4.442583
2.07,-1.222435,4.535514
2.08,-1.176621,4.626925
2.09,-1.129902,4.716592
