TIME,ANGLE,ANGULAR_VELOCITY
0.00,2.879793,0.000000
0.00,2.879793,-0.000254
0.00,2.879793,-0.000508
0.00,2.879793,-0.000762
0.00,2.879793,-0.001016
0.00,2.879793,-0.001270
0.00,2.879793,-0.001523
0.00,2.879793,-0.001777
0.00,2.879793,-0.002031
0.00,2.879792,-0.002285
0.00,2.879792,-0.002539
0.00,2.879792,-0.002793
0.00,2.879792,-0.003047
0.00,2.879791,-0.003301
0.00,2.879791,-0.003555
0.00,2.879791,-0.003809
0.00,2.879790,-0.004062
0.00,2.879790,-0.004316
0.00,2.879789,-0.004570
0.00,2.879789,-0.004824
0.00,2.879788,-0.005078
0.00,2.879788,-0.005332
0.00,2.879787,-0.005586
0.00,2.879787,-0.005840
0.00,2.879786,-0.006094
0.00,2.879786,-0.006348
0.00,2.879785,-0.006602
0.00,2.879784,-0.006855
0.00,2.879784,-0.007109
0.00,2.879783,-0.007363
0.00,2.879782,-0.007617
0.00,2.879781,-0.007871
0.00,2.879781,-0.008125
0.00,2.879780,-0.008379
0.00,2.879779,-0.008633
0.00,2.879778,-0.008887
0.00,2.879777,-0.009141
0.00,2.879776,-0.009395
0.00,2.879775,-0.009648
0.00,2.879774,-0.009902
0.00,2.879773,-0.010156
0.00,2.879772,-0.010410
0.00,2.879771,-0.010664
0.00,2.879770,-0.010918
0.00,2.879769,-0.011172
0.00,2.879768,-0.011426
0.00,2.879767,-0.011680
0.00,2.879766,-0.011934
0.00,2.879765,-0.012188
0.00,2.879763,-0.012442
0.01,2.879762,-0.012696
0.01,2.879761,-0.012949
0.01,2.879760,-0.013203
0.01,2.879758,-0.013457
0.01,2.879757,-0.013711
0.01,2.879756,-0.013965
0.01,2.879754,-0.014219
0.01,2.879753,-0.014473
0.01,2.879751,-0.014727
0.01,2.879750,-0.014981
0.01,2.879748,-0.015235
0.01,2.879747,-0.015489
0.01,2.879745,-0.015743
0.01,2.879744,-0.015997
0.01,2.879742,-0.016251
0.01,2.879740,-0.016505
0.01,2.879739,-0.016759
0.01,2.879737,-0.017013
0.01,2.879735,-0.017267
0.01,2.879734,-0.017520
0.01,2.879732,-0.017774
0.01,2.879730,-0.018028
0.01,2.879728,-0.018282
0.01,2.879727,-0.018536
0.01,2.879725,-0.018790
0.01,2.879723,-0.019044
0.01,2.879721,-0.019298
0.01,2.879719,-0.019552
0.01,2.879717,-0.019806
0.01,2.879715,-0.020060
0.01,2.879713,-0.020314
0.01,2.879711,-0.020568
0.01,2.879709,-0.020822
0.01,2.879707,-0.021076
0.01,2.879705,-0.021330
0.01,2.879703,-0.021584
0.01,2.879700,-0.021838
0.01,2.879698,-0.022092
0.01,2.879696,-0.022346
0.01,2.879694,-0.022600
0.01,2.879692,-0.022854
0.01,2.879689,-0.023108
0.01,2.879687,-0.023362
0.01,2.879685,-0.023616
0.01,2.879682,-0.023870
0.01,2.879680,-0.024124
0.01,2.879677,-0.024378
0.01,2.879675,-0.024632
0.01,2.879673,-0.024886
0.01,2.879670,-0.025140
0.01,2.879668,-0.025394
0.01,2.879665,-0.025648
0.01,2.879662,-0.025902
0.01,2.879660,-0.026156
0.01,2.879657,-0.026410
0.01,2.879655,-0.026664
0.01,2.879652,-0.026918
0.01,2.879649,-0.027172
0.01,2.879647,-0.027426
0.01,2.879644,-0.027680
0.01,2.879641,-0.027934
0.01,2.879638,-0.028188
0.01,2.879635,-0.028442
0.01,2.879633,-0.028697
0.01,2.879630,-0.028951
0.01,2.879627,-0.029205
0.01,2.879624,-0.029459
0.01,2.879621,-0.029713
0.01,2.879618,-0.029967
0.01,2.879615,-0.030221
0.01,2.879612,-0.030475
0.01,2.879609,-0.030729
0.01,2.879606,-0.030983
0.01,2.879603,-0.031237
0.01,2.879600,-0.031491
0.01,2.879596,-0.031745
0.01,2.879593,-0.031999
0.01,2.879590,-0.032254
0.01,2.879587,-0.032508
0.01,2.879584,-0.032762
0.01,2.879580,-0.033016
0.01,2.879577,-0.033270
0.01,2.879574,-0.033524
0.01,2.879570,-0.033778
0.01,2.879567,-0.034032
0.01,2.879564,-0.034286
0.01,2.879560,-0.034540
0.01,2.879557,-0.034795
0.01,2.879553,-0.035049
0.01,2.879550,-0.035303
0.01,2.879546,-0.035557
0.01,2.879543,-0.035811
0.01,2.879539,-0.036065
0.01,2.879535,-0.036319
0.01,2.879532,-0.036574
0.01,2.879528,-0.036828
0.01,2.879524,-0.037082
0.01,2.879521,-0.037336
0.01,2.879517,-0.037590
0.01,2.879513,-0.037844
0.01,2.879509,-0.038098
0.02,2.879506,-0.038353
0.02,2.879502,-0.038607
0.02,2.879498,-0.038861
0.02,2.879494,-0.039115
0.02,2.879490,-0.039369
0.02,2.879486,-0.039624
0.02,2.879482,-0.039878
