TIME,ANGLE,ANGULAR_VELOCITY
0.00,5.235988,0.000000
0.00,5.235988,0.000850
0.00,5.235988,0.001699
0.00,5.235988,0.002549
0.00,5.235988,0.003398
0.00,5.235989,0.004248
0.00,5.235989,0.005097
0.00,5.235990,0.005947
0.00,5.235990,0.006797
0.00,5.235991,0.007646
0.00,5.235992,0.008496
0.00,5.235992,0.009345
0.00,5.235993,0.010195
0.00,5.235994,0.011044
0.00,5.235995,0.011894
0.00,5.235997,0.012744
0.00,5.235998,0.013593
0.00,5.235999,0.014443
0.00,5.236001,0.015292
0.00,5.236002,0.016142
0.00,5.236004,0.016991
0.00,5.236006,0.017841
0.00,5.236007,0.018690
0.00,5.236009,0.019540
0.00,5.236011,0.020390
0.00,5.236013,0.021239
0.00,5.236015,0.022089
0.00,5.236018,0.022938
0.00,5.236020,0.023788
0.00,5.236022,0.024637
0.00,5.236025,0.025487
0.00,5.236027,0.026337
0.00,5.236030,0.027186
0.00,5.236033,0.028036
0.00,5.236035,0.028885
0.00,5.236038,0.029735
0.00,5.236041,0.030584
0.00,5.236044,0.031434
0.00,5.236047,0.032283
0.00,5.236051,0.033133
0.00,5.236054,0.033982
0.00,5.236057,0.034832
0.00,5.236061,0.035682
0.00,5.236064,0.036531
0.00,5.236068,0.037381
0.00,5.236072,0.038230
0.00,5.236076,0.039080
0.00,5.236080,0.039929
0.00,5.236084,0.040779
0.00,5.236088,0.041628
0.01,5.236092,0.042478
0.01,5.236096,0.043327
0.01,5.236100,0.044177
0.01,5.236105,0.045026
0.01,5.236109,0.045876
0.01,5.236114,0.046725
0.01,5.236119,0.047575
0.01,5.236123,0.048424
0.01,5.236128,0.049274
0.01,5.236133,0.050123
0.01,5.236138,0.050973
0.01,5.236143,0.051822
0.01,5.236148,0.052672
0.01,5.236154,0.053521
0.01,5.236159,0.054371
0.01,5.236164,0.055220
0.01,5.236170,0.056070
0.01,5.236176,0.056919
0.01,5.236181,0.057769
0.01,5.236187,0.058618
0.01,5.236193,0.059468
0.01,5.236199,0.060317
0.01,5.236205,0.061167
0.01,5.236211,0.062016
0.01,5.236217,0.062866
0.01,5.236224,0.063715
0.01,5.236230,0.064564
0.01,5.236236,0.065414
0.01,5.236243,0.066263
0.01,5.236250,0.067113
0.01,5.236256,0.067962
0.01,5.236263,0.068812
0.01,5.236270,0.069661
0.01,5.236277,0.070511
0.01,5.236284,0.071360
0.01,5.236291,0.072209
0.01,5.236298,0.073059
0.01,5.236306,0.073908
0.01,5.236313,0.074758
0.01,5.236320,0.075607
0.01,5.236328,0.076456
0.01,5.236336,0.077306
0.01,5.236343,0.078155
0.01,5.236351,0.079005
0.01,5.236359,0.079854
0.01,5.236367,0.080703
0.01,5.236375,0.081553
0.01,5.236383,0.082402
0.01,5.236392,0.083252
0.01,5.236400,0.084101
0.01,5.236408,0.084950
0.01,5.236417,0.085800
